crop_path,dataset_source,source_image,scene_id,component_class,crop_w,crop_h,body_x,body_y,body_w,body_h,roi_kind,label_status,reviewer_id,notes
DuetWIFI_Bottom_jpg__035__Pads.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Pads,119,86,22,16,75,54,component,,,
DuetWIFI_Bottom_jpg__036__Pads.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Pads,123,88,23,17,77,55,component,,,
DuetWIFI_Bottom_jpg__037__Connector.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Connector,284,97,53,18,178,61,component,,,
DuetWIFI_Bottom_jpg__038__Connector.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Connector,176,133,33,25,110,83,component,,,
DuetWIFI_Bottom_jpg__039__Connector.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Connector,180,140,34,26,112,88,component,,,
DuetWIFI_Bottom_jpg__040__Pins.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Pins,293,316,55,59,183,198,component,,,
DuetWIFI_Bottom_jpg__041__Pins.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Pins,303,309,57,58,189,193,component,,,
DuetWIFI_Bottom_jpg__042__Pins.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Pins,304,310,57,58,190,194,component,,,
DuetWIFI_Bottom_jpg__043__Pins.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Pins,294,256,55,48,184,160,component,,,
DuetWIFI_Bottom_jpg__044__Pins.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Pins,1476,107,277,20,922,67,component,,,
DuetWIFI_Bottom_jpg__045__Pins.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Pins,251,187,47,35,157,117,component,,,
DuetWIFI_Bottom_jpg__046__Pins.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Pins,232,180,44,34,145,112,component,,,
DuetWIFI_Bottom_jpg__047__Pins.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Pins,228,197,43,37,142,123,component,,,
DuetWIFI_Bottom_jpg__048__Connector.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Connector,528,208,99,39,330,130,component,,,
DuetWIFI_Bottom_jpg__049__Connector.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Connector,529,191,99,36,331,119,component,,,
DuetWIFI_Bottom_jpg__050__Connector.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Connector,517,202,97,38,323,126,component,,,
DuetWIFI_Bottom_jpg__051__Connector.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Connector,527,188,99,35,329,118,component,,,
DuetWIFI_Bottom_jpg__052__Connector.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Connector,504,192,95,36,315,120,component,,,
DuetWIFI_Bottom_jpg__053__Pins.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Pins,379,145,71,27,237,91,component,,,
DuetWIFI_Bottom_jpg__054__Pins.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Pins,379,143,71,27,237,89,component,,,
DuetWIFI_Bottom_jpg__055__Pins.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Pins,392,143,74,27,245,89,component,,,
DuetWIFI_Bottom_jpg__056__Pins.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Pins,388,143,73,27,242,89,component,,,
DuetWIFI_Bottom_jpg__057__Pins.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Pins,376,150,71,28,235,94,component,,,
DuetWIFI_Bottom_jpg__058__Pins.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Pins,196,102,37,19,122,64,component,,,
DuetWIFI_Bottom_jpg__059__Pins.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Pins,123,757,23,142,77,473,component,,,
DuetWIFI_Bottom_jpg__060__Pins.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Pins,104,303,19,57,65,189,component,,,
DuetWIFI_Bottom_jpg__061__Connector.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Connector,107,399,20,75,67,249,component,,,
DuetWIFI_Bottom_jpg__062__Connector.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Connector,101,395,19,74,63,247,component,,,
DuetWIFI_Bottom_jpg__063__Connector.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Connector,101,404,19,76,63,252,component,,,
DuetWIFI_Bottom_jpg__064__Connector.png,fpic_rf100,valid/images/DuetWIFI_Bottom_jpg.rf.97e79ba5f8d658e236b8789b01700423.jpg,DuetWIFI_Bottom_jpg,Connector,106,400,20,75,66,250,component,,,
DuetWIFI_Bottom_png_jpg__000__Connector.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Connector,88,200,16,38,55,125,component,,,
DuetWIFI_Bottom_png_jpg__001__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,149,116,28,22,93,72,component,,,
DuetWIFI_Bottom_png_jpg__002__Connector.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Connector,122,150,23,28,76,94,component,,,
DuetWIFI_Bottom_png_jpg__003__Connector.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Connector,202,95,38,18,126,59,component,,,
DuetWIFI_Bottom_png_jpg__004__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,213,392,40,74,133,245,component,,,
DuetWIFI_Bottom_png_jpg__005__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,172,176,32,33,108,110,component,,,
DuetWIFI_Bottom_png_jpg__006__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,84,198,16,37,52,124,component,,,
DuetWIFI_Bottom_png_jpg__007__Connector.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Connector,85,201,16,38,53,125,component,,,
DuetWIFI_Bottom_png_jpg__008__Connector.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Connector,107,143,20,27,67,89,component,,,
DuetWIFI_Bottom_png_jpg__009__Connector.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Connector,96,154,18,29,60,96,component,,,
DuetWIFI_Bottom_png_jpg__012__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,133,244,25,46,83,152,component,,,
DuetWIFI_Bottom_png_jpg__013__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,244,100,46,19,152,62,component,,,
DuetWIFI_Bottom_png_jpg__015__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,204,129,38,24,128,81,component,,,
DuetWIFI_Bottom_png_jpg__016__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,246,102,46,19,154,64,component,,,
DuetWIFI_Bottom_png_jpg__017__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,90,91,17,17,56,57,component,,,
DuetWIFI_Bottom_png_jpg__018__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,113,138,21,26,71,86,component,,,
DuetWIFI_Bottom_png_jpg__019__Connector.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Connector,85,102,16,19,53,64,component,,,
DuetWIFI_Bottom_png_jpg__020__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,150,85,28,16,94,53,component,,,
DuetWIFI_Bottom_png_jpg__021__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,97,111,18,21,61,69,component,,,
DuetWIFI_Bottom_png_jpg__023__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,90,91,17,17,56,57,component,,,
DuetWIFI_Bottom_png_jpg__024__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,154,97,29,18,96,61,component,,,
DuetWIFI_Bottom_png_jpg__025__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,154,102,29,19,96,64,component,,,
DuetWIFI_Bottom_png_jpg__026__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,155,104,29,20,97,65,component,,,
DuetWIFI_Bottom_png_jpg__027__Connector.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Connector,104,136,19,25,65,85,component,,,
DuetWIFI_Bottom_png_jpg__028__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,118,100,22,19,74,62,component,,,
DuetWIFI_Bottom_png_jpg__029__Connector.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Connector,106,108,20,20,66,68,component,,,
DuetWIFI_Bottom_png_jpg__032__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,284,104,53,20,178,65,component,,,
DuetWIFI_Bottom_png_jpg__033__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,76,152,14,28,48,95,component,,,
DuetWIFI_Bottom_png_jpg__037__Connector.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Connector,97,81,18,15,61,51,component,,,
DuetWIFI_Bottom_png_jpg__038__Connector.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Connector,101,85,19,16,63,53,component,,,
DuetWIFI_Bottom_png_jpg__039__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,175,184,33,34,109,115,component,,,
DuetWIFI_Bottom_png_jpg__040__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,180,181,34,34,112,113,component,,,
DuetWIFI_Bottom_png_jpg__041__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,180,166,34,34,112,113,component,,,
DuetWIFI_Bottom_png_jpg__042__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,168,154,32,29,105,96,component,,,
DuetWIFI_Bottom_png_jpg__043__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,729,204,137,38,456,128,component,,,
DuetWIFI_Bottom_png_jpg__044__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,140,117,26,22,88,73,component,,,
DuetWIFI_Bottom_png_jpg__045__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,132,111,25,21,82,69,component,,,
DuetWIFI_Bottom_png_jpg__046__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,129,118,24,22,81,74,component,,,
DuetWIFI_Bottom_png_jpg__047__Connector.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Connector,278,155,52,29,174,97,component,,,
DuetWIFI_Bottom_png_jpg__048__Connector.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Connector,277,148,52,28,173,92,component,,,
DuetWIFI_Bottom_png_jpg__049__Connector.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Connector,271,150,51,28,169,94,component,,,
DuetWIFI_Bottom_png_jpg__050__Connector.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Connector,276,118,52,0,172,91,component,,,
DuetWIFI_Bottom_png_jpg__052__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,200,111,38,21,125,69,component,,,
DuetWIFI_Bottom_png_jpg__053__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,200,108,38,20,125,68,component,,,
DuetWIFI_Bottom_png_jpg__054__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,204,108,38,20,128,68,component,,,
DuetWIFI_Bottom_png_jpg__055__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,203,108,38,20,127,68,component,,,
DuetWIFI_Bottom_png_jpg__056__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,200,90,38,0,125,69,component,,,
DuetWIFI_Bottom_png_jpg__058__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,138,380,26,71,86,238,component,,,
DuetWIFI_Bottom_png_jpg__059__Pins.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Pins,81,159,15,30,51,99,component,,,
DuetWIFI_Bottom_png_jpg__060__Connector.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Connector,92,204,17,38,58,128,component,,,
DuetWIFI_Bottom_png_jpg__061__Connector.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Connector,90,203,17,38,56,127,component,,,
DuetWIFI_Bottom_png_jpg__062__Connector.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Connector,90,207,17,39,56,129,component,,,
DuetWIFI_Bottom_png_jpg__063__Connector.png,fpic_rf100,train/images/DuetWIFI_Bottom_png_jpg.rf.0a23785cc84437ccdf0ca8d20416d6b7.jpg,DuetWIFI_Bottom_png_jpg,Connector,91,204,17,38,57,128,component,,,
DuetWIFI_Top_jpg__036__IC.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,IC,124,134,23,25,78,84,component,,,
DuetWIFI_Top_jpg__037__IC.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,IC,128,140,24,26,80,88,component,,,
DuetWIFI_Top_jpg__045__Connector.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,Connector,104,160,19,30,65,100,component,,,
DuetWIFI_Top_jpg__060__Connector.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,Connector,300,298,49,56,193,186,component,,,
DuetWIFI_Top_jpg__062__Connector.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,Connector,176,422,33,79,110,264,component,,,
DuetWIFI_Top_jpg__065__Connector.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,Connector,154,155,29,29,96,97,component,,,
DuetWIFI_Top_jpg__066__IC.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,IC,95,96,18,18,59,60,component,,,
DuetWIFI_Top_jpg__081__Pads.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,Pads,182,272,34,51,114,170,component,,,
DuetWIFI_Top_jpg__084__Connector.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,Connector,113,164,21,31,71,102,component,,,
DuetWIFI_Top_jpg__098__IC.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,IC,395,400,74,75,247,250,component,,,
DuetWIFI_Top_jpg__100__Transistor.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,Transistor,168,218,32,41,105,136,component,,,
DuetWIFI_Top_jpg__110__IC.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,IC,165,133,31,25,103,83,component,,,
DuetWIFI_Top_jpg__122__Connector.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,Connector,380,356,26,67,272,222,component,,,
DuetWIFI_Top_jpg__129__Electrolytic_Capacitor.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,Electrolytic Capacitor,144,134,27,25,90,84,component,,,
DuetWIFI_Top_jpg__132__IC.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,IC,140,96,26,18,88,60,component,,,
DuetWIFI_Top_jpg__134__Pads.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,Pads,213,171,40,32,133,107,component,,,
DuetWIFI_Top_jpg__174__Connector.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,Connector,216,171,41,32,135,107,component,,,
DuetWIFI_Top_jpg__176__Transistor.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,Transistor,132,150,25,28,82,94,component,,,
DuetWIFI_Top_jpg__178__Transistor.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,Transistor,124,159,23,30,78,99,component,,,
DuetWIFI_Top_jpg__179__Transistor.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,Transistor,155,129,29,24,97,81,component,,,
DuetWIFI_Top_jpg__180__IC.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,IC,145,95,27,18,91,59,component,,,
DuetWIFI_Top_jpg__184__Electrolytic_Capacitor.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,Electrolytic Capacitor,161,196,30,37,101,122,component,,,
DuetWIFI_Top_jpg__186__Electrolytic_Capacitor.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,Electrolytic Capacitor,192,165,36,31,120,103,component,,,
DuetWIFI_Top_jpg__189__Connector.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,Connector,291,294,23,55,206,184,component,,,
DuetWIFI_Top_jpg__193__Button.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,Button,97,132,18,25,61,82,component,,,
DuetWIFI_Top_jpg__205__IC.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,IC,88,117,16,22,55,73,component,,,
DuetWIFI_Top_jpg__211__Transistor.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,Transistor,228,122,43,23,142,76,component,,,
DuetWIFI_Top_jpg__213__Transistor.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,Transistor,224,132,42,25,140,82,component,,,
DuetWIFI_Top_jpg__218__Transistor.png,fpic_rf100,train/images/DuetWIFI_Top_jpg.rf.26d313b1ab6db56f5df180f3be3800a0.jpg,DuetWIFI_Top_jpg,Transistor,207,149,39,28,129,93,component,,,
