crop_path,dataset_source,source_image,scene_id,component_class,crop_w,crop_h,body_x,body_y,body_w,body_h,roi_kind,label_status,reviewer_id,notes
IMG_7969_JPG__029__SOD128.png,winnies_packages,valid/images/IMG_7969_JPG.rf.d7291ac6a146990c6be25bdbf276c22c.jpg,IMG_7969_JPG,SOD128,83,205,16,39,52,128,component,,,
IMG_7969_JPG__030__MOSFET.png,winnies_packages,valid/images/IMG_7969_JPG.rf.d7291ac6a146990c6be25bdbf276c22c.jpg,IMG_7969_JPG,MOSFET,561,464,105,87,351,290,component,,,
IMG_7969_JPG__031__MOSFET.png,winnies_packages,valid/images/IMG_7969_JPG.rf.d7291ac6a146990c6be25bdbf276c22c.jpg,IMG_7969_JPG,MOSFET,546,466,102,88,342,291,component,,,
IMG_7969_JPG__033__SOD123.png,winnies_packages,valid/images/IMG_7969_JPG.rf.d7291ac6a146990c6be25bdbf276c22c.jpg,IMG_7969_JPG,SOD123,142,80,27,15,88,50,component,,,
IMG_7970_JPG__000__resistor.png,winnies_packages,train/images/IMG_7970_JPG.rf.305e0e9e5e183a52716543af43aff3c3.jpg,IMG_7970_JPG,resistor,77,139,14,26,48,87,component,,,
IMG_7970_JPG__001__resistor.png,winnies_packages,train/images/IMG_7970_JPG.rf.305e0e9e5e183a52716543af43aff3c3.jpg,IMG_7970_JPG,resistor,155,81,29,15,97,50,component,,,
IMG_7970_JPG__011__capacitor.png,winnies_packages,train/images/IMG_7970_JPG.rf.305e0e9e5e183a52716543af43aff3c3.jpg,IMG_7970_JPG,capacitor,151,85,28,16,95,53,component,,,
IMG_7970_JPG__012__capacitor.png,winnies_packages,train/images/IMG_7970_JPG.rf.305e0e9e5e183a52716543af43aff3c3.jpg,IMG_7970_JPG,capacitor,148,79,28,15,93,49,component,,,
IMG_7970_JPG__013__capacitor.png,winnies_packages,train/images/IMG_7970_JPG.rf.305e0e9e5e183a52716543af43aff3c3.jpg,IMG_7970_JPG,capacitor,82,143,15,27,51,90,component,,,
IMG_7970_JPG__017__Polyfuse_Z.png,winnies_packages,train/images/IMG_7970_JPG.rf.305e0e9e5e183a52716543af43aff3c3.jpg,IMG_7970_JPG,Polyfuse_Z,186,87,35,17,117,54,component,,,
IMG_7970_JPG__020__feriet_kraal.png,winnies_packages,train/images/IMG_7970_JPG.rf.305e0e9e5e183a52716543af43aff3c3.jpg,IMG_7970_JPG,feriet kraal,81,146,15,28,50,91,component,,,
IMG_7970_JPG__022__SOT753.png,winnies_packages,train/images/IMG_7970_JPG.rf.305e0e9e5e183a52716543af43aff3c3.jpg,IMG_7970_JPG,SOT753,165,157,31,29,103,98,component,,,
IMG_7970_JPG__023__SOT23.png,winnies_packages,train/images/IMG_7970_JPG.rf.305e0e9e5e183a52716543af43aff3c3.jpg,IMG_7970_JPG,SOT23,132,160,25,30,82,100,component,,,
IMG_7970_JPG__024__SOT23.png,winnies_packages,train/images/IMG_7970_JPG.rf.305e0e9e5e183a52716543af43aff3c3.jpg,IMG_7970_JPG,SOT23,114,171,21,32,71,107,component,,,
IMG_7970_JPG__025__SOT96.png,winnies_packages,train/images/IMG_7970_JPG.rf.305e0e9e5e183a52716543af43aff3c3.jpg,IMG_7970_JPG,SOT96,229,316,43,59,143,198,component,,,
IMG_7971_JPG__001__resistor.png,winnies_packages,valid/images/IMG_7971_JPG.rf.28fe71fa64022466801244ddde68bd5f.jpg,IMG_7971_JPG,resistor,141,88,27,17,88,54,component,,,
IMG_7971_JPG__021__Polyfuse_Z.png,winnies_packages,valid/images/IMG_7971_JPG.rf.28fe71fa64022466801244ddde68bd5f.jpg,IMG_7971_JPG,Polyfuse_Z,176,93,33,17,110,58,component,,,
IMG_7971_JPG__023__feriet_kraal.png,winnies_packages,valid/images/IMG_7971_JPG.rf.28fe71fa64022466801244ddde68bd5f.jpg,IMG_7971_JPG,feriet kraal,81,134,15,25,50,84,component,,,
IMG_7971_JPG__026__SOT753.png,winnies_packages,valid/images/IMG_7971_JPG.rf.28fe71fa64022466801244ddde68bd5f.jpg,IMG_7971_JPG,SOT753,156,128,29,24,98,80,component,,,
IMG_7971_JPG__027__SOT23.png,winnies_packages,valid/images/IMG_7971_JPG.rf.28fe71fa64022466801244ddde68bd5f.jpg,IMG_7971_JPG,SOT23,118,149,22,28,74,93,component,,,
IMG_7971_JPG__028__SOT23.png,winnies_packages,valid/images/IMG_7971_JPG.rf.28fe71fa64022466801244ddde68bd5f.jpg,IMG_7971_JPG,SOT23,115,147,21,28,72,92,component,,,
IMG_7971_JPG__029__SOT96.png,winnies_packages,valid/images/IMG_7971_JPG.rf.28fe71fa64022466801244ddde68bd5f.jpg,IMG_7971_JPG,SOT96,220,302,41,56,137,189,component,,,
IMG_7972_JPG__018__capacitor.png,winnies_packages,train/images/IMG_7972_JPG.rf.5b9054b9b69841180279a3b9f3249ca7.jpg,IMG_7972_JPG,capacitor,147,86,27,16,92,54,component,,,
IMG_7972_JPG__020__capacitor.png,winnies_packages,train/images/IMG_7972_JPG.rf.5b9054b9b69841180279a3b9f3249ca7.jpg,IMG_7972_JPG,capacitor,97,210,18,39,60,132,component,,,
IMG_7972_JPG__023__capacitor.png,winnies_packages,train/images/IMG_7972_JPG.rf.5b9054b9b69841180279a3b9f3249ca7.jpg,IMG_7972_JPG,capacitor,135,89,25,17,85,56,component,,,
IMG_7972_JPG__024__capacitor.png,winnies_packages,train/images/IMG_7972_JPG.rf.5b9054b9b69841180279a3b9f3249ca7.jpg,IMG_7972_JPG,capacitor,144,77,27,14,90,48,component,,,
IMG_7972_JPG__026__capacitor.png,winnies_packages,train/images/IMG_7972_JPG.rf.5b9054b9b69841180279a3b9f3249ca7.jpg,IMG_7972_JPG,capacitor,111,83,21,16,69,52,component,,,
IMG_7972_JPG__027__Polyfuse_Z.png,winnies_packages,train/images/IMG_7972_JPG.rf.5b9054b9b69841180279a3b9f3249ca7.jpg,IMG_7972_JPG,Polyfuse_Z,100,206,19,39,62,129,component,,,
IMG_7972_JPG__028__feriet_kraal.png,winnies_packages,train/images/IMG_7972_JPG.rf.5b9054b9b69841180279a3b9f3249ca7.jpg,IMG_7972_JPG,feriet kraal,81,156,15,29,51,98,component,,,
IMG_7972_JPG__029__feriet_kraal.png,winnies_packages,train/images/IMG_7972_JPG.rf.5b9054b9b69841180279a3b9f3249ca7.jpg,IMG_7972_JPG,feriet kraal,78,167,14,32,49,104,component,,,
IMG_7972_JPG__031__feriet_kraal.png,winnies_packages,train/images/IMG_7972_JPG.rf.5b9054b9b69841180279a3b9f3249ca7.jpg,IMG_7972_JPG,feriet kraal,87,171,16,32,54,107,component,,,
IMG_7972_JPG__032__Polyfuse_Z.png,winnies_packages,train/images/IMG_7972_JPG.rf.5b9054b9b69841180279a3b9f3249ca7.jpg,IMG_7972_JPG,Polyfuse_Z,210,114,40,21,131,71,component,,,
IMG_7972_JPG__033__Polyfuse_Z.png,winnies_packages,train/images/IMG_7972_JPG.rf.5b9054b9b69841180279a3b9f3249ca7.jpg,IMG_7972_JPG,Polyfuse_Z,205,100,38,19,128,62,component,,,
IMG_7972_JPG__034__SOT23.png,winnies_packages,train/images/IMG_7972_JPG.rf.5b9054b9b69841180279a3b9f3249ca7.jpg,IMG_7972_JPG,SOT23,158,153,30,29,99,96,component,,,
IMG_7972_JPG__035__SOT96.png,winnies_packages,train/images/IMG_7972_JPG.rf.5b9054b9b69841180279a3b9f3249ca7.jpg,IMG_7972_JPG,SOT96,224,349,42,65,140,218,component,,,
IMG_7972_JPG__036__SOT96.png,winnies_packages,train/images/IMG_7972_JPG.rf.5b9054b9b69841180279a3b9f3249ca7.jpg,IMG_7972_JPG,SOT96,359,234,67,44,224,147,component,,,
IMG_7972_JPG__037__SOT23.png,winnies_packages,train/images/IMG_7972_JPG.rf.5b9054b9b69841180279a3b9f3249ca7.jpg,IMG_7972_JPG,SOT23,158,148,30,27,99,92,component,,,
IMG_7972_JPG__038__SOT23.png,winnies_packages,train/images/IMG_7972_JPG.rf.5b9054b9b69841180279a3b9f3249ca7.jpg,IMG_7972_JPG,SOT23,135,166,25,31,84,104,component,,,
IMG_7972_JPG__039__SOT753.png,winnies_packages,train/images/IMG_7972_JPG.rf.5b9054b9b69841180279a3b9f3249ca7.jpg,IMG_7972_JPG,SOT753,161,148,30,27,101,92,component,,,
IMG_7973_JPG__000__resistor.png,winnies_packages,valid/images/IMG_7973_JPG.rf.d535c778a03154d2f09b1474f81bf0a4.jpg,IMG_7973_JPG,resistor,132,78,24,14,83,49,component,,,
IMG_7973_JPG__003__resistor.png,winnies_packages,valid/images/IMG_7973_JPG.rf.d535c778a03154d2f09b1474f81bf0a4.jpg,IMG_7973_JPG,resistor,138,80,26,15,86,50,component,,,
IMG_7973_JPG__004__resistor.png,winnies_packages,valid/images/IMG_7973_JPG.rf.d535c778a03154d2f09b1474f81bf0a4.jpg,IMG_7973_JPG,resistor,82,134,15,25,52,84,component,,,
IMG_7973_JPG__056__capacitor.png,winnies_packages,valid/images/IMG_7973_JPG.rf.d535c778a03154d2f09b1474f81bf0a4.jpg,IMG_7973_JPG,capacitor,127,79,24,15,79,49,component,,,
IMG_7973_JPG__057__capacitor.png,winnies_packages,valid/images/IMG_7973_JPG.rf.d535c778a03154d2f09b1474f81bf0a4.jpg,IMG_7973_JPG,capacitor,114,83,21,16,71,52,component,,,
IMG_7973_JPG__058__capacitor.png,winnies_packages,valid/images/IMG_7973_JPG.rf.d535c778a03154d2f09b1474f81bf0a4.jpg,IMG_7973_JPG,capacitor,115,80,21,15,72,50,component,,,
IMG_7973_JPG__068__capacitor.png,winnies_packages,valid/images/IMG_7973_JPG.rf.d535c778a03154d2f09b1474f81bf0a4.jpg,IMG_7973_JPG,capacitor,84,167,16,31,53,104,component,,,
IMG_7973_JPG__069__capacitor.png,winnies_packages,valid/images/IMG_7973_JPG.rf.d535c778a03154d2f09b1474f81bf0a4.jpg,IMG_7973_JPG,capacitor,79,167,15,31,49,104,component,,,
IMG_7973_JPG__070__capacitor.png,winnies_packages,valid/images/IMG_7973_JPG.rf.d535c778a03154d2f09b1474f81bf0a4.jpg,IMG_7973_JPG,capacitor,96,166,18,31,60,103,component,,,
IMG_7973_JPG__085__capacitor.png,winnies_packages,valid/images/IMG_7973_JPG.rf.d535c778a03154d2f09b1474f81bf0a4.jpg,IMG_7973_JPG,capacitor,79,123,15,23,49,77,component,,,
IMG_7973_JPG__087__feriet_kraal.png,winnies_packages,valid/images/IMG_7973_JPG.rf.d535c778a03154d2f09b1474f81bf0a4.jpg,IMG_7973_JPG,feriet kraal,85,139,15,26,53,86,component,,,
IMG_7973_JPG__088__Polyfuse_Z.png,winnies_packages,valid/images/IMG_7973_JPG.rf.d535c778a03154d2f09b1474f81bf0a4.jpg,IMG_7973_JPG,Polyfuse_Z,207,94,39,18,129,59,component,,,
IMG_7973_JPG__089__SOT23.png,winnies_packages,valid/images/IMG_7973_JPG.rf.d535c778a03154d2f09b1474f81bf0a4.jpg,IMG_7973_JPG,SOT23,120,143,23,16,75,98,component,,,
IMG_7973_JPG__090__SOT23.png,winnies_packages,valid/images/IMG_7973_JPG.rf.d535c778a03154d2f09b1474f81bf0a4.jpg,IMG_7973_JPG,SOT23,126,154,24,29,79,96,component,,,
IMG_7973_JPG__091__SOT23.png,winnies_packages,valid/images/IMG_7973_JPG.rf.d535c778a03154d2f09b1474f81bf0a4.jpg,IMG_7973_JPG,SOT23,121,154,22,29,76,96,component,,,
IMG_7973_JPG__092__SOT23.png,winnies_packages,valid/images/IMG_7973_JPG.rf.d535c778a03154d2f09b1474f81bf0a4.jpg,IMG_7973_JPG,SOT23,124,118,24,22,77,73,component,,,
IMG_7973_JPG__093__SOT23.png,winnies_packages,valid/images/IMG_7973_JPG.rf.d535c778a03154d2f09b1474f81bf0a4.jpg,IMG_7973_JPG,SOT23,138,143,26,27,87,89,component,,,
IMG_7973_JPG__094__SOT753.png,winnies_packages,valid/images/IMG_7973_JPG.rf.d535c778a03154d2f09b1474f81bf0a4.jpg,IMG_7973_JPG,SOT753,161,139,30,26,100,87,component,,,
IMG_7973_JPG__095__SOT753.png,winnies_packages,valid/images/IMG_7973_JPG.rf.d535c778a03154d2f09b1474f81bf0a4.jpg,IMG_7973_JPG,SOT753,121,155,23,29,76,96,component,,,
IMG_7973_JPG__103__capacitor.png,winnies_packages,valid/images/IMG_7973_JPG.rf.d535c778a03154d2f09b1474f81bf0a4.jpg,IMG_7973_JPG,capacitor,115,78,21,15,72,49,component,,,
IMG_7974_JPG__025__capacitor.png,winnies_packages,train/images/IMG_7974_JPG.rf.5aeafb5e7395d4187b992fa1b89cba6f.jpg,IMG_7974_JPG,capacitor,82,136,15,25,51,85,component,,,
IMG_7974_JPG__035__capacitor.png,winnies_packages,train/images/IMG_7974_JPG.rf.5aeafb5e7395d4187b992fa1b89cba6f.jpg,IMG_7974_JPG,capacitor,82,148,15,28,51,92,component,,,
IMG_7974_JPG__078__SOT96.png,winnies_packages,train/images/IMG_7974_JPG.rf.5aeafb5e7395d4187b992fa1b89cba6f.jpg,IMG_7974_JPG,SOT96,181,267,34,50,113,167,component,,,
IMG_7974_JPG__079__SOT753.png,winnies_packages,train/images/IMG_7974_JPG.rf.5aeafb5e7395d4187b992fa1b89cba6f.jpg,IMG_7974_JPG,SOT753,107,137,20,26,67,86,component,,,
IMG_7974_JPG__080__MOSFET-2.png,winnies_packages,train/images/IMG_7974_JPG.rf.5aeafb5e7395d4187b992fa1b89cba6f.jpg,IMG_7974_JPG,MOSFET-2,202,235,38,44,126,147,component,,,
IMG_7974_JPG__081__MOSFET-2.png,winnies_packages,train/images/IMG_7974_JPG.rf.5aeafb5e7395d4187b992fa1b89cba6f.jpg,IMG_7974_JPG,MOSFET-2,206,248,39,47,129,155,component,,,
IMG_7974_JPG__082__SOT753.png,winnies_packages,train/images/IMG_7974_JPG.rf.5aeafb5e7395d4187b992fa1b89cba6f.jpg,IMG_7974_JPG,SOT753,132,119,25,22,83,75,component,,,
IMG_7974_JPG__083__SOD123.png,winnies_packages,train/images/IMG_7974_JPG.rf.5aeafb5e7395d4187b992fa1b89cba6f.jpg,IMG_7974_JPG,SOD123,198,92,37,17,124,57,component,,,
IMG_7974_JPG__084__SOD128.png,winnies_packages,train/images/IMG_7974_JPG.rf.5aeafb5e7395d4187b992fa1b89cba6f.jpg,IMG_7974_JPG,SOD128,120,238,23,45,75,149,component,,,
IMG_7974_JPG__085__SOD128.png,winnies_packages,train/images/IMG_7974_JPG.rf.5aeafb5e7395d4187b992fa1b89cba6f.jpg,IMG_7974_JPG,SOD128,146,239,28,45,91,150,component,,,
IMG_7975_JPG__015__capacitor.png,winnies_packages,test/images/IMG_7975_JPG.rf.e51e41163644664376eb926ad5545424.jpg,IMG_7975_JPG,capacitor,81,138,16,26,50,86,component,,,
IMG_7975_JPG__017__capacitor.png,winnies_packages,test/images/IMG_7975_JPG.rf.e51e41163644664376eb926ad5545424.jpg,IMG_7975_JPG,capacitor,79,140,15,27,50,87,component,,,
IMG_7975_JPG__018__capacitor.png,winnies_packages,test/images/IMG_7975_JPG.rf.e51e41163644664376eb926ad5545424.jpg,IMG_7975_JPG,capacitor,79,142,15,26,49,89,component,,,
IMG_7975_JPG__019__capacitor.png,winnies_packages,test/images/IMG_7975_JPG.rf.e51e41163644664376eb926ad5545424.jpg,IMG_7975_JPG,capacitor,79,139,15,26,49,87,component,,,
IMG_7975_JPG__049__capacitor.png,winnies_packages,test/images/IMG_7975_JPG.rf.e51e41163644664376eb926ad5545424.jpg,IMG_7975_JPG,capacitor,117,78,22,15,73,48,component,,,
IMG_7975_JPG__067__SOD128.png,winnies_packages,test/images/IMG_7975_JPG.rf.e51e41163644664376eb926ad5545424.jpg,IMG_7975_JPG,SOD128,157,247,29,47,98,154,component,,,
IMG_7975_JPG__068__SOD123.png,winnies_packages,test/images/IMG_7975_JPG.rf.e51e41163644664376eb926ad5545424.jpg,IMG_7975_JPG,SOD123,220,151,41,29,137,94,component,,,
IMG_7975_JPG__069__MOSFET-2.png,winnies_packages,test/images/IMG_7975_JPG.rf.e51e41163644664376eb926ad5545424.jpg,IMG_7975_JPG,MOSFET-2,211,247,40,47,132,154,component,,,
IMG_7975_JPG__070__MOSFET-2.png,winnies_packages,test/images/IMG_7975_JPG.rf.e51e41163644664376eb926ad5545424.jpg,IMG_7975_JPG,MOSFET-2,219,244,41,46,137,153,component,,,
IMG_7975_JPG__074__SOT96.png,winnies_packages,test/images/IMG_7975_JPG.rf.e51e41163644664376eb926ad5545424.jpg,IMG_7975_JPG,SOT96,186,283,35,53,116,177,component,,,
IMG_7975_JPG__075__SOT753.png,winnies_packages,test/images/IMG_7975_JPG.rf.e51e41163644664376eb926ad5545424.jpg,IMG_7975_JPG,SOT753,109,130,21,24,68,82,component,,,
IMG_7976_JPG__074__SOD123.png,winnies_packages,train/images/IMG_7976_JPG.rf.13800844df64bd160395fb39d6b32bc8.jpg,IMG_7976_JPG,SOD123,180,84,34,15,113,53,component,,,
IMG_7976_JPG__075__SOD123.png,winnies_packages,train/images/IMG_7976_JPG.rf.13800844df64bd160395fb39d6b32bc8.jpg,IMG_7976_JPG,SOD123,184,86,34,16,115,54,component,,,
IMG_7976_JPG__077__SOD123.png,winnies_packages,train/images/IMG_7976_JPG.rf.13800844df64bd160395fb39d6b32bc8.jpg,IMG_7976_JPG,SOD123,164,90,31,17,103,56,component,,,
IMG_7976_JPG__078__SOT96.png,winnies_packages,train/images/IMG_7976_JPG.rf.13800844df64bd160395fb39d6b32bc8.jpg,IMG_7976_JPG,SOT96,158,234,30,44,99,146,component,,,
IMG_7976_JPG__079__SOT753.png,winnies_packages,train/images/IMG_7976_JPG.rf.13800844df64bd160395fb39d6b32bc8.jpg,IMG_7976_JPG,SOT753,106,108,20,20,66,68,component,,,
IMG_7977_JPG__065__Polyfuse_GR.png,winnies_packages,train/images/IMG_7977_JPG.rf.a1a2367e0fe2f7a9bb326c8cddc78d75.jpg,IMG_7977_JPG,Polyfuse_GR,79,140,15,27,49,87,component,,,
IMG_7977_JPG__069__SOT96.png,winnies_packages,train/images/IMG_7977_JPG.rf.a1a2367e0fe2f7a9bb326c8cddc78d75.jpg,IMG_7977_JPG,SOT96,267,181,50,34,167,113,component,,,
IMG_7977_JPG__070__SOT96.png,winnies_packages,train/images/IMG_7977_JPG.rf.a1a2367e0fe2f7a9bb326c8cddc78d75.jpg,IMG_7977_JPG,SOT96,283,172,53,32,177,107,component,,,
IMG_7977_JPG__071__SOT96.png,winnies_packages,train/images/IMG_7977_JPG.rf.a1a2367e0fe2f7a9bb326c8cddc78d75.jpg,IMG_7977_JPG,SOT96,279,185,52,35,174,115,component,,,
IMG_7977_JPG__072__SOT96.png,winnies_packages,train/images/IMG_7977_JPG.rf.a1a2367e0fe2f7a9bb326c8cddc78d75.jpg,IMG_7977_JPG,SOT96,273,186,51,35,171,116,component,,,
IMG_7977_JPG__073__SOT23.png,winnies_packages,train/images/IMG_7977_JPG.rf.a1a2367e0fe2f7a9bb326c8cddc78d75.jpg,IMG_7977_JPG,SOT23,112,129,21,24,70,80,component,,,
IMG_7977_JPG__074__SOT23.png,winnies_packages,train/images/IMG_7977_JPG.rf.a1a2367e0fe2f7a9bb326c8cddc78d75.jpg,IMG_7977_JPG,SOT23,100,138,19,26,63,86,component,,,
IMG_7977_JPG__075__SOT753.png,winnies_packages,train/images/IMG_7977_JPG.rf.a1a2367e0fe2f7a9bb326c8cddc78d75.jpg,IMG_7977_JPG,SOT753,107,134,20,26,67,84,component,,,
IMG_7977_JPG__076__SOT143.png,winnies_packages,train/images/IMG_7977_JPG.rf.a1a2367e0fe2f7a9bb326c8cddc78d75.jpg,IMG_7977_JPG,SOT143,114,135,21,25,71,85,component,,,
IMG_7977_JPG__077__SOT143.png,winnies_packages,train/images/IMG_7977_JPG.rf.a1a2367e0fe2f7a9bb326c8cddc78d75.jpg,IMG_7977_JPG,SOT143,115,139,21,26,72,86,component,,,
IMG_7977_JPG__078__SOT143.png,winnies_packages,train/images/IMG_7977_JPG.rf.a1a2367e0fe2f7a9bb326c8cddc78d75.jpg,IMG_7977_JPG,SOT143,110,131,20,24,69,82,component,,,
IMG_7977_JPG__079__SOT143.png,winnies_packages,train/images/IMG_7977_JPG.rf.a1a2367e0fe2f7a9bb326c8cddc78d75.jpg,IMG_7977_JPG,SOT143,107,141,20,26,67,88,component,,,
IMG_7977_JPG__080__CHIP.png,winnies_packages,train/images/IMG_7977_JPG.rf.a1a2367e0fe2f7a9bb326c8cddc78d75.jpg,IMG_7977_JPG,CHIP,361,301,68,56,225,188,component,,,
IMG_7978_JPG__000__resistor.png,winnies_packages,valid/images/IMG_7978_JPG.rf.342f522051c244c480000e1a394f67c1.jpg,IMG_7978_JPG,resistor,187,120,35,23,117,75,component,,,
IMG_7978_JPG__001__resistor.png,winnies_packages,valid/images/IMG_7978_JPG.rf.342f522051c244c480000e1a394f67c1.jpg,IMG_7978_JPG,resistor,201,108,38,20,126,68,component,,,
IMG_7978_JPG__002__resistor.png,winnies_packages,valid/images/IMG_7978_JPG.rf.342f522051c244c480000e1a394f67c1.jpg,IMG_7978_JPG,resistor,195,106,37,20,122,66,component,,,
IMG_7978_JPG__003__resistor.png,winnies_packages,valid/images/IMG_7978_JPG.rf.342f522051c244c480000e1a394f67c1.jpg,IMG_7978_JPG,resistor,85,196,16,37,53,123,component,,,
IMG_7978_JPG__004__resistor.png,winnies_packages,valid/images/IMG_7978_JPG.rf.342f522051c244c480000e1a394f67c1.jpg,IMG_7978_JPG,resistor,92,208,17,39,58,130,component,,,
IMG_7978_JPG__005__resistor.png,winnies_packages,valid/images/IMG_7978_JPG.rf.342f522051c244c480000e1a394f67c1.jpg,IMG_7978_JPG,resistor,85,212,16,40,53,132,component,,,
IMG_7978_JPG__006__capacitor.png,winnies_packages,valid/images/IMG_7978_JPG.rf.342f522051c244c480000e1a394f67c1.jpg,IMG_7978_JPG,capacitor,135,95,26,18,84,60,component,,,
IMG_7978_JPG__007__capacitor.png,winnies_packages,valid/images/IMG_7978_JPG.rf.342f522051c244c480000e1a394f67c1.jpg,IMG_7978_JPG,capacitor,135,90,25,17,84,57,component,,,
IMG_7978_JPG__008__capacitor.png,winnies_packages,valid/images/IMG_7978_JPG.rf.342f522051c244c480000e1a394f67c1.jpg,IMG_7978_JPG,capacitor,97,173,18,33,61,108,component,,,
IMG_7978_JPG__009__capacitor.png,winnies_packages,valid/images/IMG_7978_JPG.rf.342f522051c244c480000e1a394f67c1.jpg,IMG_7978_JPG,capacitor,116,163,22,31,72,101,component,,,
IMG_7978_JPG__010__capacitor.png,winnies_packages,valid/images/IMG_7978_JPG.rf.342f522051c244c480000e1a394f67c1.jpg,IMG_7978_JPG,capacitor,202,102,38,19,126,64,component,,,
IMG_7978_JPG__011__capacitor.png,winnies_packages,valid/images/IMG_7978_JPG.rf.342f522051c244c480000e1a394f67c1.jpg,IMG_7978_JPG,capacitor,109,192,20,36,68,120,component,,,
IMG_7978_JPG__012__capacitor.png,winnies_packages,valid/images/IMG_7978_JPG.rf.342f522051c244c480000e1a394f67c1.jpg,IMG_7978_JPG,capacitor,96,194,18,36,60,121,component,,,
IMG_7978_JPG__013__capacitor.png,winnies_packages,valid/images/IMG_7978_JPG.rf.342f522051c244c480000e1a394f67c1.jpg,IMG_7978_JPG,capacitor,94,215,18,40,59,135,component,,,
IMG_7978_JPG__014__capacitor.png,winnies_packages,valid/images/IMG_7978_JPG.rf.342f522051c244c480000e1a394f67c1.jpg,IMG_7978_JPG,capacitor,197,107,37,20,123,67,component,,,
IMG_7978_JPG__015__capacitor.png,winnies_packages,valid/images/IMG_7978_JPG.rf.342f522051c244c480000e1a394f67c1.jpg,IMG_7978_JPG,capacitor,188,95,35,18,117,59,component,,,
IMG_7978_JPG__016__capacitor.png,winnies_packages,valid/images/IMG_7978_JPG.rf.342f522051c244c480000e1a394f67c1.jpg,IMG_7978_JPG,capacitor,193,91,36,17,121,57,component,,,
IMG_7978_JPG__017__capacitor.png,winnies_packages,valid/images/IMG_7978_JPG.rf.342f522051c244c480000e1a394f67c1.jpg,IMG_7978_JPG,capacitor,205,97,38,18,128,61,component,,,
IMG_7978_JPG__018__capacitor.png,winnies_packages,valid/images/IMG_7978_JPG.rf.342f522051c244c480000e1a394f67c1.jpg,IMG_7978_JPG,capacitor,198,112,37,21,124,70,component,,,
IMG_7978_JPG__019__capacitor.png,winnies_packages,valid/images/IMG_7978_JPG.rf.342f522051c244c480000e1a394f67c1.jpg,IMG_7978_JPG,capacitor,173,85,32,16,108,53,component,,,
IMG_7978_JPG__020__feriet_kraal.png,winnies_packages,valid/images/IMG_7978_JPG.rf.342f522051c244c480000e1a394f67c1.jpg,IMG_7978_JPG,feriet kraal,193,104,36,19,121,65,component,,,
IMG_7978_JPG__021__feriet_kraal.png,winnies_packages,valid/images/IMG_7978_JPG.rf.342f522051c244c480000e1a394f67c1.jpg,IMG_7978_JPG,feriet kraal,195,108,37,20,122,67,component,,,
IMG_7978_JPG__022__SOIC-14.png,winnies_packages,valid/images/IMG_7978_JPG.rf.342f522051c244c480000e1a394f67c1.jpg,IMG_7978_JPG,SOIC-14,324,454,61,85,203,284,component,,,
IMG_7978_JPG__023__SOT753.png,winnies_packages,valid/images/IMG_7978_JPG.rf.342f522051c244c480000e1a394f67c1.jpg,IMG_7978_JPG,SOT753,215,190,41,36,134,119,component,,,
IMG_7979_JPG__000__resistor.png,winnies_packages,train/images/IMG_7979_JPG.rf.1ea4c07c13c06b3baffc3d1cb7d93c2b.jpg,IMG_7979_JPG,resistor,212,86,40,16,132,54,component,,,
IMG_7979_JPG__001__resistor.png,winnies_packages,train/images/IMG_7979_JPG.rf.1ea4c07c13c06b3baffc3d1cb7d93c2b.jpg,IMG_7979_JPG,resistor,89,206,17,38,56,129,component,,,
IMG_7979_JPG__002__resistor.png,winnies_packages,train/images/IMG_7979_JPG.rf.1ea4c07c13c06b3baffc3d1cb7d93c2b.jpg,IMG_7979_JPG,resistor,184,79,35,15,115,49,component,,,
IMG_7979_JPG__003__resistor.png,winnies_packages,train/images/IMG_7979_JPG.rf.1ea4c07c13c06b3baffc3d1cb7d93c2b.jpg,IMG_7979_JPG,resistor,180,78,34,14,112,49,component,,,
IMG_7979_JPG__004__resistor.png,winnies_packages,train/images/IMG_7979_JPG.rf.1ea4c07c13c06b3baffc3d1cb7d93c2b.jpg,IMG_7979_JPG,resistor,184,90,35,17,115,56,component,,,
IMG_7979_JPG__005__capacitor.png,winnies_packages,train/images/IMG_7979_JPG.rf.1ea4c07c13c06b3baffc3d1cb7d93c2b.jpg,IMG_7979_JPG,capacitor,194,113,36,21,121,71,component,,,
IMG_7979_JPG__006__capacitor.png,winnies_packages,train/images/IMG_7979_JPG.rf.1ea4c07c13c06b3baffc3d1cb7d93c2b.jpg,IMG_7979_JPG,capacitor,189,96,35,18,118,60,component,,,
IMG_7979_JPG__007__capacitor.png,winnies_packages,train/images/IMG_7979_JPG.rf.1ea4c07c13c06b3baffc3d1cb7d93c2b.jpg,IMG_7979_JPG,capacitor,97,184,18,35,61,115,component,,,
IMG_7979_JPG__008__capacitor.png,winnies_packages,train/images/IMG_7979_JPG.rf.1ea4c07c13c06b3baffc3d1cb7d93c2b.jpg,IMG_7979_JPG,capacitor,215,127,41,24,134,79,component,,,
IMG_7979_JPG__009__feriet_kraal.png,winnies_packages,train/images/IMG_7979_JPG.rf.1ea4c07c13c06b3baffc3d1cb7d93c2b.jpg,IMG_7979_JPG,feriet kraal,162,91,30,17,101,57,component,,,
