schema_version,artifact_status,coordinate_space,proposal_basis,selected_golden_frame_id,selected_golden_sha256,selected_golden_observation_present,board_id,side,designator,designator_source,class_label,center_x_px,center_y_px,x1_px,y1_px,x2_px,y2_px,rotation_deg,footprint,observation_count,frame_count,support_ratio,class_purity,center_mad_px,median_confidence,consensus_status,review_status,review_reasons,class_counts_json,frame_ids_json
aoi-pnp-pixels-review-draft/1.0,NEEDS_REVIEW,golden_board_pixels,median_consensus_cluster_with_selected_golden_observation,mpi_pcb_train_good_0893.jpg,10c5b91aa967ca44a1a576c8ecf0e8a127305be8c34e586d6e040bafda7789f4,true,mpi_pcb_gas_pump,top,U_AUTO_0073,synthetic_auto,ic,2360.530884,2007.390869,2163.531494,1937.654541,2556.298096,2077.717285,,,25,30,0.833333,1.000000,10.230765,0.789618,CONSENSUS,NEEDS_REVIEW,synthetic_auto_designator;rotation_not_estimated;footprint_unknown;selected_golden_presence_not_identity_verification,"{""ic"": 25}","[""mpi_pcb_train_good_0040.jpg"", ""mpi_pcb_train_good_0062.jpg"", ""mpi_pcb_train_good_0123.jpg"", ""mpi_pcb_train_good_0189.jpg"", ""mpi_pcb_train_good_0309.jpg"", ""mpi_pcb_train_good_0359.jpg"", ""mpi_pcb_train_good_0418.jpg"", ""mpi_pcb_train_good_0465.jpg"", ""mpi_pcb_train_good_0522.jpg"", ""mpi_pcb_train_good_0605.jpg"", ""mpi_pcb_train_good_0629.jpg"", ""mpi_pcb_train_good_0676.jpg"", ""mpi_pcb_train_good_0812.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_0937.jpg"", ""mpi_pcb_train_good_1000.jpg"", ""mpi_pcb_train_good_1060.jpg"", ""mpi_pcb_train_good_1090.jpg"", ""mpi_pcb_train_good_1195.jpg"", ""mpi_pcb_train_good_1287.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1505.jpg"", ""mpi_pcb_train_good_1553.jpg"", ""mpi_pcb_train_good_1584.jpg"", ""mpi_pcb_train_good_1664.jpg""]"
aoi-pnp-pixels-review-draft/1.0,NEEDS_REVIEW,golden_board_pixels,median_consensus_cluster_with_selected_golden_observation,mpi_pcb_train_good_0893.jpg,10c5b91aa967ca44a1a576c8ecf0e8a127305be8c34e586d6e040bafda7789f4,true,mpi_pcb_gas_pump,top,U_AUTO_0074,synthetic_auto,ic,1880.687012,2010.261475,1694.565186,1936.581909,2068.728394,2084.420898,,,20,30,0.666667,1.000000,8.562245,0.827676,NEEDS_REVIEW,NEEDS_REVIEW,synthetic_auto_designator;rotation_not_estimated;footprint_unknown;selected_golden_presence_not_identity_verification;low_support,"{""ic"": 20}","[""mpi_pcb_train_good_0123.jpg"", ""mpi_pcb_train_good_0189.jpg"", ""mpi_pcb_train_good_0309.jpg"", ""mpi_pcb_train_good_0359.jpg"", ""mpi_pcb_train_good_0418.jpg"", ""mpi_pcb_train_good_0465.jpg"", ""mpi_pcb_train_good_0522.jpg"", ""mpi_pcb_train_good_0605.jpg"", ""mpi_pcb_train_good_0629.jpg"", ""mpi_pcb_train_good_0676.jpg"", ""mpi_pcb_train_good_0781.jpg"", ""mpi_pcb_train_good_0812.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_1000.jpg"", ""mpi_pcb_train_good_1195.jpg"", ""mpi_pcb_train_good_1287.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1505.jpg"", ""mpi_pcb_train_good_1553.jpg"", ""mpi_pcb_train_good_1584.jpg""]"
aoi-pnp-pixels-review-draft/1.0,NEEDS_REVIEW,golden_board_pixels,median_consensus_cluster_with_selected_golden_observation,mpi_pcb_train_good_0893.jpg,10c5b91aa967ca44a1a576c8ecf0e8a127305be8c34e586d6e040bafda7789f4,true,mpi_pcb_gas_pump,top,U_AUTO_0082,synthetic_auto,ic,1145.849075,2096.622742,821.395905,1954.379272,1470.302246,2238.866211,,,2,30,0.066667,1.000000,9.959609,0.568802,NEEDS_REVIEW,NEEDS_REVIEW,synthetic_auto_designator;rotation_not_estimated;footprint_unknown;selected_golden_presence_not_identity_verification;low_support,"{""ic"": 2}","[""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_1664.jpg""]"
aoi-pnp-pixels-review-draft/1.0,NEEDS_REVIEW,golden_board_pixels,median_consensus_cluster_with_selected_golden_observation,mpi_pcb_train_good_0893.jpg,10c5b91aa967ca44a1a576c8ecf0e8a127305be8c34e586d6e040bafda7789f4,true,mpi_pcb_gas_pump,top,LED_AUTO_0012,synthetic_auto,led,3011.505981,2363.958984,2974.340332,2323.615723,3049.748047,2404.492920,,,11,30,0.366667,1.000000,8.393495,0.447253,NEEDS_REVIEW,NEEDS_REVIEW,synthetic_auto_designator;rotation_not_estimated;footprint_unknown;selected_golden_presence_not_identity_verification;low_support,"{""led"": 11}","[""mpi_pcb_train_good_0040.jpg"", ""mpi_pcb_train_good_0062.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_1000.jpg"", ""mpi_pcb_train_good_1090.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1418.jpg"", ""mpi_pcb_train_good_1505.jpg"", ""mpi_pcb_train_good_1553.jpg"", ""mpi_pcb_train_good_1584.jpg"", ""mpi_pcb_train_good_1664.jpg""]"
aoi-pnp-pixels-review-draft/1.0,NEEDS_REVIEW,golden_board_pixels,median_consensus_cluster_with_selected_golden_observation,mpi_pcb_train_good_0893.jpg,10c5b91aa967ca44a1a576c8ecf0e8a127305be8c34e586d6e040bafda7789f4,true,mpi_pcb_gas_pump,top,LED_AUTO_0013,synthetic_auto,led,3160.931519,2371.074341,3122.385498,2333.226074,3202.603027,2408.318359,,,25,30,0.833333,1.000000,10.697998,0.549355,CONSENSUS,NEEDS_REVIEW,synthetic_auto_designator;rotation_not_estimated;footprint_unknown;selected_golden_presence_not_identity_verification,"{""led"": 25}","[""mpi_pcb_train_good_0040.jpg"", ""mpi_pcb_train_good_0062.jpg"", ""mpi_pcb_train_good_0123.jpg"", ""mpi_pcb_train_good_0189.jpg"", ""mpi_pcb_train_good_0245.jpg"", ""mpi_pcb_train_good_0309.jpg"", ""mpi_pcb_train_good_0359.jpg"", ""mpi_pcb_train_good_0418.jpg"", ""mpi_pcb_train_good_0522.jpg"", ""mpi_pcb_train_good_0605.jpg"", ""mpi_pcb_train_good_0676.jpg"", ""mpi_pcb_train_good_0812.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_1000.jpg"", ""mpi_pcb_train_good_1060.jpg"", ""mpi_pcb_train_good_1090.jpg"", ""mpi_pcb_train_good_1163.jpg"", ""mpi_pcb_train_good_1195.jpg"", ""mpi_pcb_train_good_1322.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1418.jpg"", ""mpi_pcb_train_good_1505.jpg"", ""mpi_pcb_train_good_1553.jpg"", ""mpi_pcb_train_good_1584.jpg"", ""mpi_pcb_train_good_1664.jpg""]"
aoi-pnp-pixels-review-draft/1.0,NEEDS_REVIEW,golden_board_pixels,median_consensus_cluster_with_selected_golden_observation,mpi_pcb_train_good_0893.jpg,10c5b91aa967ca44a1a576c8ecf0e8a127305be8c34e586d6e040bafda7789f4,true,mpi_pcb_gas_pump,top,LED_AUTO_0014,synthetic_auto,led,2868.471680,2375.827271,2827.565674,2333.276611,2907.493164,2418.030518,,,25,30,0.833333,1.000000,7.665369,0.701226,CONSENSUS,NEEDS_REVIEW,synthetic_auto_designator;rotation_not_estimated;footprint_unknown;selected_golden_presence_not_identity_verification,"{""led"": 25}","[""mpi_pcb_train_good_0040.jpg"", ""mpi_pcb_train_good_0062.jpg"", ""mpi_pcb_train_good_0123.jpg"", ""mpi_pcb_train_good_0189.jpg"", ""mpi_pcb_train_good_0245.jpg"", ""mpi_pcb_train_good_0309.jpg"", ""mpi_pcb_train_good_0359.jpg"", ""mpi_pcb_train_good_0418.jpg"", ""mpi_pcb_train_good_0522.jpg"", ""mpi_pcb_train_good_0605.jpg"", ""mpi_pcb_train_good_0629.jpg"", ""mpi_pcb_train_good_0676.jpg"", ""mpi_pcb_train_good_0812.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_1000.jpg"", ""mpi_pcb_train_good_1060.jpg"", ""mpi_pcb_train_good_1090.jpg"", ""mpi_pcb_train_good_1195.jpg"", ""mpi_pcb_train_good_1287.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1418.jpg"", ""mpi_pcb_train_good_1505.jpg"", ""mpi_pcb_train_good_1553.jpg"", ""mpi_pcb_train_good_1584.jpg"", ""mpi_pcb_train_good_1664.jpg""]"
aoi-pnp-pixels-review-draft/1.0,NEEDS_REVIEW,golden_board_pixels,median_consensus_cluster_with_selected_golden_observation,mpi_pcb_train_good_0893.jpg,10c5b91aa967ca44a1a576c8ecf0e8a127305be8c34e586d6e040bafda7789f4,true,mpi_pcb_gas_pump,top,U_AUTO_0099,synthetic_auto,ic,2340.929688,2533.700684,2153.244751,2466.322388,2530.640747,2604.201294,,,14,30,0.466667,1.000000,6.874662,0.860460,NEEDS_REVIEW,NEEDS_REVIEW,synthetic_auto_designator;rotation_not_estimated;footprint_unknown;selected_golden_presence_not_identity_verification;low_support,"{""ic"": 14}","[""mpi_pcb_train_good_0123.jpg"", ""mpi_pcb_train_good_0189.jpg"", ""mpi_pcb_train_good_0309.jpg"", ""mpi_pcb_train_good_0359.jpg"", ""mpi_pcb_train_good_0418.jpg"", ""mpi_pcb_train_good_0522.jpg"", ""mpi_pcb_train_good_0676.jpg"", ""mpi_pcb_train_good_0812.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_1000.jpg"", ""mpi_pcb_train_good_1195.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1418.jpg"", ""mpi_pcb_train_good_1553.jpg""]"
aoi-pnp-pixels-review-draft/1.0,NEEDS_REVIEW,golden_board_pixels,median_consensus_cluster_with_selected_golden_observation,mpi_pcb_train_good_0893.jpg,10c5b91aa967ca44a1a576c8ecf0e8a127305be8c34e586d6e040bafda7789f4,true,mpi_pcb_gas_pump,top,C_AUTO_0073,synthetic_auto,capacitor,817.692505,2536.492798,792.155457,2494.220215,843.229553,2578.765381,,,1,30,0.033333,1.000000,0.000000,0.258090,NEEDS_REVIEW,NEEDS_REVIEW,synthetic_auto_designator;rotation_not_estimated;footprint_unknown;selected_golden_presence_not_identity_verification;low_support,"{""capacitor"": 1}","[""mpi_pcb_train_good_0893.jpg""]"
aoi-pnp-pixels-review-draft/1.0,NEEDS_REVIEW,golden_board_pixels,median_consensus_cluster_with_selected_golden_observation,mpi_pcb_train_good_0893.jpg,10c5b91aa967ca44a1a576c8ecf0e8a127305be8c34e586d6e040bafda7789f4,true,mpi_pcb_gas_pump,top,U_AUTO_0105,synthetic_auto,ic,1527.297058,2550.854492,1436.510498,2484.551270,1620.130615,2617.119629,,,13,30,0.433333,1.000000,10.303419,0.752939,NEEDS_REVIEW,NEEDS_REVIEW,synthetic_auto_designator;rotation_not_estimated;footprint_unknown;selected_golden_presence_not_identity_verification;low_support,"{""ic"": 13}","[""mpi_pcb_train_good_0040.jpg"", ""mpi_pcb_train_good_0062.jpg"", ""mpi_pcb_train_good_0245.jpg"", ""mpi_pcb_train_good_0465.jpg"", ""mpi_pcb_train_good_0605.jpg"", ""mpi_pcb_train_good_0676.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_1060.jpg"", ""mpi_pcb_train_good_1090.jpg"", ""mpi_pcb_train_good_1287.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1584.jpg"", ""mpi_pcb_train_good_1664.jpg""]"
aoi-pnp-pixels-review-draft/1.0,NEEDS_REVIEW,golden_board_pixels,median_consensus_cluster_with_selected_golden_observation,mpi_pcb_train_good_0893.jpg,10c5b91aa967ca44a1a576c8ecf0e8a127305be8c34e586d6e040bafda7789f4,true,mpi_pcb_gas_pump,top,U_AUTO_0106,synthetic_auto,ic,576.266327,2550.873596,482.607651,2485.155029,667.222473,2617.003662,,,18,30,0.600000,1.000000,11.048876,0.801015,NEEDS_REVIEW,NEEDS_REVIEW,synthetic_auto_designator;rotation_not_estimated;footprint_unknown;selected_golden_presence_not_identity_verification;low_support,"{""ic"": 18}","[""mpi_pcb_train_good_0040.jpg"", ""mpi_pcb_train_good_0123.jpg"", ""mpi_pcb_train_good_0189.jpg"", ""mpi_pcb_train_good_0309.jpg"", ""mpi_pcb_train_good_0359.jpg"", ""mpi_pcb_train_good_0418.jpg"", ""mpi_pcb_train_good_0465.jpg"", ""mpi_pcb_train_good_0522.jpg"", ""mpi_pcb_train_good_0605.jpg"", ""mpi_pcb_train_good_0629.jpg"", ""mpi_pcb_train_good_0812.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_1000.jpg"", ""mpi_pcb_train_good_1195.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1418.jpg"", ""mpi_pcb_train_good_1505.jpg"", ""mpi_pcb_train_good_1553.jpg""]"
